model,set,pair,wording,a,b,source,n_readings_per_order,p_a_forward_readings,p_a_reverse_readings,p_a_forward_median,p_a_reverse_median,choice_probability_a,measurable,selected,captured_mass
Llama-3.1-405B,constructed,d1_F-A-D_a|d1_F-A-P_a,a,d1_F-A-D_a,d1_F-A-P_a,NDIF,1,0.9999,0.9820,0.9999,0.9820,0.9910,1,d1_F-A-D_a,1.0000
qwen3.8-flash,main,d1_A_a|d1_L_a,a,d1_A_a,d1_L_a,Alibaba,3,0.0422;0.0330;0.0474,0.9399;0.9399;0.9242,0.0422,0.9399,,0,,0.9988
qwen3.8-flash,main,d1_A_a|d1_Lp_a,a,d1_A_a,d1_Lp_a,Alibaba,3,0.4369;0.4999;0.3485,0.9770;0.9669;0.9707,0.4369,0.9707,,0,,0.9978
qwen3.8-flash,main,d1_A_a|d1_M_a,a,d1_A_a,d1_M_a,Alibaba,3,0.9462;0.9578;0.9820,0.9933;0.9903;0.9859,0.9578,0.9903,0.9740,1,d1_A_a,0.9944
qwen3.8-flash,main,d1_A_a|d1_SN_a,a,d1_A_a,d1_SN_a,Alibaba,3,0.1067;0.1066;0.0373,0.9797;0.9851;0.9841,0.1066,0.9841,,0,,0.9988
qwen3.8-flash,main,d1_A_a|d1_SS_a,a,d1_A_a,d1_SS_a,Alibaba,3,0.9703;0.9797;0.9794,0.9933;0.9859;0.9941,0.9794,0.9933,0.9864,1,d1_A_a,0.9954
qwen3.8-flash,main,d1_A_a|d1_S_a,a,d1_A_a,d1_S_a,Alibaba,3,0.9707;0.9627;0.9669,0.9959;0.9579;0.9841,0.9669,0.9841,0.9755,1,d1_A_a,0.9967
qwen3.8-flash,main,d1_A_a|d1_W_a,a,d1_A_a,d1_W_a,Alibaba,3,0.9213;0.9769;0.9821,0.9954;0.9959;0.9902,0.9769,0.9954,0.9862,1,d1_A_a,0.9952
qwen3.8-flash,main,d1_A_b|d1_D12_b,b,d1_A_b,d1_D12_b,Alibaba,1,0.2018,0.9707,0.2018,0.9707,,0,,0.9983
qwen3.8-flash,main,d1_A_b|d1_D4_b,b,d1_A_b,d1_D4_b,Alibaba,1,0.0331,0.7550,0.0331,0.7550,,0,,0.9959
qwen3.8-flash,main,d1_A_b|d1_L_b,b,d1_A_b,d1_L_b,Alibaba,3,0.0373;0.0475;0.0421,0.9242;0.8357;0.8809,0.0421,0.8809,,0,,0.9979
qwen3.8-flash,main,d1_A_b|d1_Lp_b,b,d1_A_b,d1_Lp_b,Alibaba,3,0.7548;0.4687;0.4687,0.9047;0.9468;0.9325,0.4687,0.9325,,0,,0.9974
qwen3.8-flash,main,d1_A_b|d1_M_b,b,d1_A_b,d1_M_b,Alibaba,3,0.9959;0.9890;0.9933,0.9914;0.9771;0.9859,0.9933,0.9859,0.9896,1,d1_A_b,0.9987
qwen3.8-flash,main,d1_A_b|d1_SN_b,b,d1_A_b,d1_SN_b,Alibaba,3,0.1478;0.0953;0.1824,0.9876;0.9579;0.9819,0.1478,0.9819,,0,,0.9934
qwen3.8-flash,main,d1_A_b|d1_SS_b,b,d1_A_b,d1_SS_b,Alibaba,3,0.9975;0.9959;0.9994,0.9903;0.9924;0.9953,0.9975,0.9924,0.9950,1,d1_A_b,0.9986
qwen3.8-flash,main,d1_A_b|d1_S_b,b,d1_A_b,d1_S_b,Alibaba,3,0.9707;0.9964;0.9770,0.9933;0.9876;0.9924,0.9770,0.9924,0.9847,1,d1_A_b,0.9964
qwen3.8-flash,main,d1_A_b|d1_W_b,b,d1_A_b,d1_W_b,Alibaba,3,0.2017;0.2449;0.1824,0.9707;0.9740;0.9627,0.2017,0.9707,,0,,0.9937
qwen3.8-flash,main,d1_A_c|d1_D12_c,c,d1_A_c,d1_D12_c,Alibaba,1,0.1640,0.9239,0.1640,0.9239,,0,,0.9963
qwen3.8-flash,main,d1_A_c|d1_D4_c,c,d1_A_c,d1_D4_c,Alibaba,1,0.0675,0.7315,0.0675,0.7315,,0,,0.9921
qwen3.8-flash,main,d1_A_c|d1_L_c,c,d1_A_c,d1_L_c,Alibaba,3,0.0758;0.0421;0.1192,0.9151;0.9396;0.9399,0.0758,0.9396,,0,,0.9951
qwen3.8-flash,main,d1_A_c|d1_Lp_c,c,d1_A_c,d1_Lp_c,Alibaba,3,0.1645;0.1191;0.1645,0.9242;0.8520;0.8809,0.1645,0.8809,,0,,0.9983
qwen3.8-flash,main,d1_A_c|d1_M_c,c,d1_A_c,d1_M_c,Alibaba,3,0.8929;0.9400;0.8354,0.9797;0.9903;0.9860,0.8929,0.9860,0.9395,1,d1_A_c,0.9966
qwen3.8-flash,main,d1_A_c|d1_SN_c,c,d1_A_c,d1_SN_c,Alibaba,3,0.1823;0.2941;0.1191,0.9707;0.9628;0.9771,0.1823,0.9707,,0,,0.9953
qwen3.8-flash,main,d1_A_c|d1_SS_c,c,d1_A_c,d1_SS_c,Alibaba,3,0.7549;0.8178;0.7982,0.9821;0.9876;0.9860,0.7982,0.9860,0.8921,1,d1_A_c,0.9827
qwen3.8-flash,main,d1_A_c|d1_S_c,c,d1_A_c,d1_S_c,Alibaba,3,0.6225;0.7982;0.9149,0.9860;0.9890;0.9630,0.7982,0.9860,0.8921,1,d1_A_c,0.9897
qwen3.8-flash,main,d1_A_c|d1_W_c,c,d1_A_c,d1_W_c,Alibaba,3,0.9741;0.8933;0.8516,0.9707;0.9903;0.9841,0.8933,0.9841,0.9387,1,d1_A_c,0.9973
qwen3.8-flash,main,d1_D4_a|d1_D12_a,a,d1_D4_a,d1_D12_a,Alibaba,1,0.8929,0.8808,0.8929,0.8808,0.8868,1,d1_D4_a,0.9904
qwen3.8-flash,main,d1_D4_b|d1_D12_b,b,d1_D4_b,d1_D12_b,Alibaba,1,0.9580,0.9467,0.9580,0.9467,0.9523,1,d1_D4_b,0.9957
qwen3.8-flash,main,d1_D4_c|d1_D12_c,c,d1_D4_c,d1_D12_c,Alibaba,1,0.3774,0.9149,0.3774,0.9149,,0,,0.9925
qwen3.8-flash,main,d1_L_a|d1_D12_a,a,d1_L_a,d1_D12_a,Alibaba,1,0.6790,0.8175,0.6790,0.8175,0.7483,1,d1_L_a,0.9959
qwen3.8-flash,main,d1_L_a|d1_D4_a,a,d1_L_a,d1_D4_a,Alibaba,1,0.1067,0.3776,0.1067,0.3776,0.2421,1,d1_D4_a,0.9980
qwen3.8-flash,main,d1_L_a|d1_Lp_a,a,d1_L_a,d1_Lp_a,Alibaba,3,0.4071;0.4375;0.1824,0.6514;0.8520;0.8356,0.4071,0.8356,,0,,0.9973
qwen3.8-flash,main,d1_L_a|d1_M_a,a,d1_L_a,d1_M_a,Alibaba,3,0.9890;0.9399;0.9627,0.9941;0.9854;0.9941,0.9627,0.9941,0.9784,1,d1_L_a,0.9984
qwen3.8-flash,main,d1_L_a|d1_SN_a,a,d1_L_a,d1_SN_a,Alibaba,3,0.5924;0.5927;0.5621,0.9859;0.9954;0.9469,0.5924,0.9859,0.7892,1,d1_L_a,0.9938
qwen3.8-flash,main,d1_L_a|d1_SS_a,a,d1_L_a,d1_SS_a,Alibaba,3,0.9628;0.9579;0.9876,0.9770;0.9954;0.9933,0.9628,0.9933,0.9781,1,d1_L_a,0.9931
qwen3.8-flash,main,d1_L_a|d1_S_a,a,d1_L_a,d1_S_a,Alibaba,3,0.9797;0.9740;0.9859,0.9981;0.9820;0.9953,0.9797,0.9953,0.9875,1,d1_L_a,0.9884
qwen3.8-flash,main,d1_L_a|d1_W_a,a,d1_L_a,d1_W_a,Alibaba,3,0.9785;0.9820;0.9841,0.9914;0.9889;0.9924,0.9820,0.9914,0.9867,1,d1_L_a,0.9926
qwen3.8-flash,main,d1_L_b|d1_D12_b,b,d1_L_b,d1_D12_b,Alibaba,1,0.7540,0.9048,0.7540,0.9048,0.8294,1,d1_L_b,0.9944
qwen3.8-flash,main,d1_L_b|d1_D4_b,b,d1_L_b,d1_D4_b,Alibaba,1,0.1192,0.0534,0.1192,0.0534,0.0863,1,d1_D4_b,0.9952
qwen3.8-flash,main,d1_L_b|d1_Lp_b,b,d1_L_b,d1_Lp_b,Alibaba,3,0.0601;0.0758;0.0953,0.6227;0.6225;0.5003,0.0758,0.6225,,0,,0.9960
qwen3.8-flash,main,d1_L_b|d1_M_b,b,d1_L_b,d1_M_b,Alibaba,3,0.9988;0.9959;0.9964,0.9941;0.9841;0.9859,0.9964,0.9859,0.9912,1,d1_L_b,0.9994
qwen3.8-flash,main,d1_L_b|d1_SN_b,b,d1_L_b,d1_SN_b,Alibaba,3,0.6224;0.7546;0.6224,0.9770;0.9668;0.9527,0.6224,0.9668,0.7946,1,d1_L_b,0.9967
qwen3.8-flash,main,d1_L_b|d1_SS_b,b,d1_L_b,d1_SS_b,Alibaba,3,0.9978;0.9962;0.9983,0.9933;0.9820;0.9841,0.9978,0.9841,0.9910,1,d1_L_b,0.9990
qwen3.8-flash,main,d1_L_b|d1_S_b,b,d1_L_b,d1_S_b,Alibaba,3,0.9948;0.9978;0.9944,0.9941;0.9981;0.9914,0.9948,0.9941,0.9945,1,d1_L_b,0.9970
qwen3.8-flash,main,d1_L_b|d1_W_b,b,d1_L_b,d1_W_b,Alibaba,3,0.8670;0.8933;0.7981,0.9399;0.7983;0.9242,0.8670,0.9242,0.8956,1,d1_L_b,0.9977
qwen3.8-flash,main,d1_L_c|d1_D12_c,c,d1_L_c,d1_D12_c,Alibaba,1,0.2226,0.7063,0.2226,0.7063,,0,,0.9966
qwen3.8-flash,main,d1_L_c|d1_D4_c,c,d1_L_c,d1_D4_c,Alibaba,1,0.1479,0.5320,0.1479,0.5320,,0,,0.9914
qwen3.8-flash,main,d1_L_c|d1_Lp_c,c,d1_L_c,d1_Lp_c,Alibaba,3,0.4072;0.2225;0.2941,0.4691;0.4075;0.3777,0.2941,0.4075,0.3508,1,d1_Lp_c,0.9978
qwen3.8-flash,main,d1_L_c|d1_M_c,c,d1_L_c,d1_M_c,Alibaba,3,0.9933;0.9876;0.9820,0.9876;0.9948;0.9903,0.9876,0.9903,0.9889,1,d1_L_c,0.9978
qwen3.8-flash,main,d1_L_c|d1_SN_c,c,d1_L_c,d1_SN_c,Alibaba,3,0.8923;0.8172;0.8354,0.9325;0.9527;0.9924,0.8354,0.9527,0.8940,1,d1_L_c,0.9923
qwen3.8-flash,main,d1_L_c|d1_SS_c,c,d1_L_c,d1_SS_c,Alibaba,3,0.9526;0.9047;0.8670,0.9578;0.9707;0.9796,0.9047,0.9707,0.9377,1,d1_L_c,0.9951
qwen3.8-flash,main,d1_L_c|d1_S_c,c,d1_L_c,d1_S_c,Alibaba,3,0.9707;0.9770;0.9579,0.9741;0.9707;0.9820,0.9707,0.9741,0.9724,1,d1_L_c,0.9966
qwen3.8-flash,main,d1_L_c|d1_W_c,c,d1_L_c,d1_W_c,Alibaba,3,0.9627;0.9841;0.9669,0.9740;0.9579;0.9796,0.9669,0.9740,0.9705,1,d1_L_c,0.9931
qwen3.8-flash,main,d1_Lp_a|d1_D12_a,a,d1_Lp_a,d1_D12_a,Alibaba,1,0.2227,0.6792,0.2227,0.6792,,0,,0.9967
qwen3.8-flash,main,d1_Lp_a|d1_D4_a,a,d1_Lp_a,d1_D4_a,Alibaba,1,0.1480,0.2451,0.1480,0.2451,0.1966,1,d1_D4_a,0.9970
qwen3.8-flash,main,d1_Lp_a|d1_S_a,a,d1_Lp_a,d1_S_a,Alibaba,3,0.7769;0.7535;0.6792,0.8671;0.9579;0.9705,0.7535,0.9579,0.8557,1,d1_Lp_a,0.9980
qwen3.8-flash,main,d1_Lp_b|d1_D12_b,b,d1_Lp_b,d1_D12_b,Alibaba,1,0.5620,0.9047,0.5620,0.9047,0.7333,1,d1_Lp_b,0.9958
qwen3.8-flash,main,d1_Lp_b|d1_D4_b,b,d1_Lp_b,d1_D4_b,Alibaba,1,0.4377,0.7058,0.4377,0.7058,,0,,0.9975
qwen3.8-flash,main,d1_Lp_b|d1_S_b,b,d1_Lp_b,d1_S_b,Alibaba,3,0.9045;0.9149;0.9047,0.9526;0.9466;0.9466,0.9047,0.9466,0.9256,1,d1_Lp_b,0.9974
qwen3.8-flash,main,d1_Lp_c|d1_D12_c,c,d1_Lp_c,d1_D12_c,Alibaba,1,0.7300,0.7779,0.7300,0.7779,0.7539,1,d1_Lp_c,0.9960
qwen3.8-flash,main,d1_Lp_c|d1_D4_c,c,d1_Lp_c,d1_D4_c,Alibaba,1,0.2689,0.4415,0.2689,0.4415,0.3552,1,d1_D4_c,0.9968
qwen3.8-flash,main,d1_Lp_c|d1_S_c,c,d1_Lp_c,d1_S_c,Alibaba,3,0.7772;0.8808;0.6788,0.9241;0.9047;0.9149,0.7772,0.9149,0.8461,1,d1_Lp_c,0.9972
qwen3.8-flash,main,d1_M_a|d1_D12_a,a,d1_M_a,d1_D12_a,Alibaba,1,0.0203,0.1331,0.0203,0.1331,0.0767,1,d1_D12_a,0.9931
qwen3.8-flash,main,d1_M_a|d1_D4_a,a,d1_M_a,d1_D4_a,Alibaba,1,0.0067,0.0180,0.0067,0.0180,0.0123,1,d1_D4_a,0.9987
qwen3.8-flash,main,d1_M_a|d1_Lp_a,a,d1_M_a,d1_Lp_a,Alibaba,3,0.0954;0.0421;0.0534,0.2943;0.2019;0.4689,0.0534,0.2943,0.1739,1,d1_Lp_a,0.9959
qwen3.8-flash,main,d1_M_a|d1_SS_a,a,d1_M_a,d1_SS_a,Alibaba,3,0.7311;0.6511;0.5618,0.4075;0.7775;0.5928,0.6511,0.5928,0.6219,1,d1_M_a,0.9936
qwen3.8-flash,main,d1_M_a|d1_S_a,a,d1_M_a,d1_S_a,Alibaba,3,0.7304;0.5000;0.5000,0.1481;0.2230;0.2232,0.5000,0.2230,,0,,0.9837
qwen3.8-flash,main,d1_M_b|d1_D12_b,b,d1_M_b,d1_D12_b,Alibaba,1,0.0141,0.0260,0.0141,0.0260,0.0200,1,d1_D12_b,0.9985
qwen3.8-flash,main,d1_M_b|d1_D4_b,b,d1_M_b,d1_D4_b,Alibaba,1,0.0041,0.0059,0.0041,0.0059,0.0050,1,d1_D4_b,0.9983
qwen3.8-flash,main,d1_M_b|d1_Lp_b,b,d1_M_b,d1_Lp_b,Alibaba,3,0.0474;0.0421;0.0421,0.0602;0.0331;0.0851,0.0421,0.0602,0.0512,1,d1_Lp_b,0.9968
qwen3.8-flash,main,d1_M_b|d1_SS_b,b,d1_M_b,d1_SS_b,Alibaba,3,0.7774;0.5312;0.6225,0.6514;0.5929;0.6224,0.6225,0.6224,0.6224,1,d1_M_b,0.9945
qwen3.8-flash,main,d1_M_b|d1_S_b,b,d1_M_b,d1_S_b,Alibaba,3,0.0851;0.1331;0.1190,0.6795;0.3487;0.3776,0.1190,0.3776,0.2483,1,d1_S_b,0.9927
qwen3.8-flash,main,d1_M_c|d1_D12_c,c,d1_M_c,d1_D12_c,Alibaba,1,0.0373,0.0260,0.0373,0.0260,0.0316,1,d1_D12_c,0.9978
qwen3.8-flash,main,d1_M_c|d1_D4_c,c,d1_M_c,d1_D4_c,Alibaba,1,0.0124,0.0534,0.0124,0.0534,0.0329,1,d1_D4_c,0.9936
qwen3.8-flash,main,d1_M_c|d1_Lp_c,c,d1_M_c,d1_Lp_c,Alibaba,3,0.0330;0.0763;0.0475,0.1825;0.1067;0.2451,0.0475,0.1825,0.1150,1,d1_Lp_c,0.9972
qwen3.8-flash,main,d1_M_c|d1_SS_c,c,d1_M_c,d1_SS_c,Alibaba,3,0.2941;0.2937;0.4071,0.2449;0.1329;0.2697,0.2941,0.2449,0.2695,1,d1_SS_c,0.9895
qwen3.8-flash,main,d1_M_c|d1_S_c,c,d1_M_c,d1_S_c,Alibaba,3,0.3478;0.4375;0.3198,0.3489;0.1644;0.2229,0.3478,0.2229,0.2854,1,d1_S_c,0.9910
qwen3.8-flash,main,d1_SN_a|d1_D12_a,a,d1_SN_a,d1_D12_a,Alibaba,1,0.0539,0.4688,0.0539,0.4688,0.2614,1,d1_D12_a,0.9968
qwen3.8-flash,main,d1_SN_a|d1_D4_a,a,d1_SN_a,d1_D4_a,Alibaba,1,0.1067,0.5001,0.1067,0.5001,,0,,0.9973
qwen3.8-flash,main,d1_SN_a|d1_Lp_a,a,d1_SN_a,d1_Lp_a,Alibaba,3,0.3202;0.2681;0.1822,0.9526;0.9150;0.9325,0.2681,0.9325,,0,,0.9894
qwen3.8-flash,main,d1_SN_a|d1_M_a,a,d1_SN_a,d1_M_a,Alibaba,3,0.9466;0.9740;0.9526,0.9399;0.9796;0.9325,0.9526,0.9399,0.9462,1,d1_SN_a,0.9976
qwen3.8-flash,main,d1_SN_a|d1_SS_a,a,d1_SN_a,d1_SS_a,Alibaba,3,0.9669;0.8930;0.9574,0.9741;0.9876;0.9924,0.9574,0.9876,0.9725,1,d1_SN_a,0.9970
qwen3.8-flash,main,d1_SN_a|d1_S_a,a,d1_SN_a,d1_S_a,Alibaba,3,0.9924;0.9580;0.9627,0.9627;0.9581;0.9467,0.9627,0.9581,0.9604,1,d1_SN_a,0.9981
qwen3.8-flash,main,d1_SN_a|d1_W_a,a,d1_SN_a,d1_W_a,Alibaba,3,0.9325;0.9627;0.9669,0.9325;0.8675;0.9325,0.9627,0.9325,0.9476,1,d1_SN_a,0.9949
qwen3.8-flash,main,d1_SN_b|d1_D12_b,b,d1_SN_b,d1_D12_b,Alibaba,1,0.3207,0.7058,0.3207,0.7058,,0,,0.9946
qwen3.8-flash,main,d1_SN_b|d1_D4_b,b,d1_SN_b,d1_D4_b,Alibaba,1,0.0952,0.0421,0.0952,0.0421,0.0686,1,d1_D4_b,0.9956
qwen3.8-flash,main,d1_SN_b|d1_Lp_b,b,d1_SN_b,d1_Lp_b,Alibaba,3,0.0953;0.1191;0.1067,0.7983;0.6231;0.7312,0.1067,0.7312,,0,,0.9968
qwen3.8-flash,main,d1_SN_b|d1_M_b,b,d1_SN_b,d1_M_b,Alibaba,3,0.9841;0.9841;0.9876,0.9890;0.9821;0.9841,0.9841,0.9841,0.9841,1,d1_SN_b,0.9983
qwen3.8-flash,main,d1_SN_b|d1_SS_b,b,d1_SN_b,d1_SS_b,Alibaba,3,0.9797;0.9924;0.9903,0.9876;0.9876;0.9841,0.9903,0.9876,0.9889,1,d1_SN_b,0.9967
qwen3.8-flash,main,d1_SN_b|d1_S_b,b,d1_SN_b,d1_S_b,Alibaba,3,0.9628;0.9466;0.9740,0.9467;0.9914;0.9797,0.9628,0.9797,0.9712,1,d1_SN_b,0.9770
qwen3.8-flash,main,d1_SN_b|d1_W_b,b,d1_SN_b,d1_W_b,Alibaba,3,0.2942;0.2018;0.1480,0.6794;0.7983;0.7773,0.2018,0.7773,,0,,0.9882
qwen3.8-flash,main,d1_SN_c|d1_D12_c,c,d1_SN_c,d1_D12_c,Alibaba,1,0.0259,0.1480,0.0259,0.1480,0.0870,1,d1_D12_c,0.9986
qwen3.8-flash,main,d1_SN_c|d1_D4_c,c,d1_SN_c,d1_D4_c,Alibaba,1,0.0230,0.0961,0.0230,0.0961,0.0595,1,d1_D4_c,0.9977
qwen3.8-flash,main,d1_SN_c|d1_Lp_c,c,d1_SN_c,d1_Lp_c,Alibaba,3,0.0533;0.0601;0.0261,0.5321;0.4379;0.3225,0.0533,0.4379,0.2456,1,d1_Lp_c,0.9977
qwen3.8-flash,main,d1_SN_c|d1_M_c,c,d1_SN_c,d1_M_c,Alibaba,3,0.7293;0.8517;0.7773,0.9400;0.9626;0.9399,0.7773,0.9400,0.8587,1,d1_SN_c,0.9846
qwen3.8-flash,main,d1_SN_c|d1_SS_c,c,d1_SN_c,d1_SS_c,Alibaba,3,0.3481;0.4683;0.2942,0.9326;0.9326;0.9326,0.3481,0.9326,,0,,0.9850
qwen3.8-flash,main,d1_SN_c|d1_S_c,c,d1_SN_c,d1_S_c,Alibaba,3,0.2687;0.3767;0.2688,0.9244;0.9151;0.8526,0.2688,0.9151,,0,,0.9962
qwen3.8-flash,main,d1_SN_c|d1_W_c,c,d1_SN_c,d1_W_c,Alibaba,3,0.3483;0.4684;0.4377,0.7556;0.8178;0.8522,0.4377,0.8178,,0,,0.9862
qwen3.8-flash,main,d1_SS_a|d1_D12_a,a,d1_SS_a,d1_D12_a,Alibaba,1,0.0375,0.0534,0.0375,0.0534,0.0454,1,d1_D12_a,0.9972
qwen3.8-flash,main,d1_SS_a|d1_D4_a,a,d1_SS_a,d1_D4_a,Alibaba,1,0.0534,0.0259,0.0534,0.0259,0.0397,1,d1_D4_a,0.9978
qwen3.8-flash,main,d1_SS_a|d1_Lp_a,a,d1_SS_a,d1_Lp_a,Alibaba,3,0.1192;0.0953;0.1192,0.2945;0.3488;0.1644,0.1192,0.2945,0.2068,1,d1_Lp_a,0.9959
qwen3.8-flash,main,d1_SS_a|d1_S_a,a,d1_SS_a,d1_S_a,Alibaba,3,0.5000;0.6514;0.7549,0.1645;0.0850;0.1825,0.6514,0.1645,,0,,0.9865
qwen3.8-flash,main,d1_SS_b|d1_D12_b,b,d1_SS_b,d1_D12_b,Alibaba,1,0.0373,0.0076,0.0373,0.0076,0.0224,1,d1_D12_b,0.9989
qwen3.8-flash,main,d1_SS_b|d1_D4_b,b,d1_SS_b,d1_D4_b,Alibaba,1,0.0052,0.0013,0.0052,0.0013,0.0033,1,d1_D4_b,0.9992
qwen3.8-flash,main,d1_SS_b|d1_Lp_b,b,d1_SS_b,d1_Lp_b,Alibaba,3,0.0141;0.0474;0.0086,0.0474;0.0534;0.0475,0.0141,0.0475,0.0308,1,d1_Lp_b,0.9989
qwen3.8-flash,main,d1_SS_b|d1_S_b,b,d1_SS_b,d1_S_b,Alibaba,3,0.1645;0.2018;0.2018,0.1067;0.0851;0.2451,0.2018,0.1067,0.1542,1,d1_S_b,0.9959
qwen3.8-flash,main,d1_SS_c|d1_D12_c,c,d1_SS_c,d1_D12_c,Alibaba,1,0.0534,0.2707,0.0534,0.2707,0.1620,1,d1_D12_c,0.9894
qwen3.8-flash,main,d1_SS_c|d1_D4_c,c,d1_SS_c,d1_D4_c,Alibaba,1,0.0534,0.0235,0.0534,0.0235,0.0385,1,d1_D4_c,0.9967
qwen3.8-flash,main,d1_SS_c|d1_Lp_c,c,d1_SS_c,d1_Lp_c,Alibaba,3,0.1641;0.0953;0.0758,0.2691;0.1828;0.2018,0.0953,0.2018,0.1486,1,d1_Lp_c,0.9976
qwen3.8-flash,main,d1_SS_c|d1_S_c,c,d1_SS_c,d1_S_c,Alibaba,3,0.7549;0.7982;0.5000,0.2227;0.4378;0.2942,0.7549,0.2942,,0,,0.9802
qwen3.8-flash,main,d1_S_a|d1_D12_a,a,d1_S_a,d1_D12_a,Alibaba,1,0.0046,0.0076,0.0046,0.0076,0.0061,1,d1_D12_a,0.9975
qwen3.8-flash,main,d1_S_a|d1_D4_a,a,d1_S_a,d1_D4_a,Alibaba,1,0.0036,0.0534,0.0036,0.0534,0.0285,1,d1_D4_a,0.9961
qwen3.8-flash,main,d1_S_b|d1_D12_b,b,d1_S_b,d1_D12_b,Alibaba,1,0.0758,0.0141,0.0758,0.0141,0.0449,1,d1_D12_b,0.9964
qwen3.8-flash,main,d1_S_b|d1_D4_b,b,d1_S_b,d1_D4_b,Alibaba,1,0.0041,0.0203,0.0041,0.0203,0.0122,1,d1_D4_b,0.9977
qwen3.8-flash,main,d1_S_c|d1_D12_c,c,d1_S_c,d1_D12_c,Alibaba,1,0.0534,0.0534,0.0534,0.0534,0.0534,1,d1_D12_c,0.9969
qwen3.8-flash,main,d1_S_c|d1_D4_c,c,d1_S_c,d1_D4_c,Alibaba,1,0.0294,0.0346,0.0294,0.0346,0.0320,1,d1_D4_c,0.9936
qwen3.8-flash,main,d1_W_a|d1_D12_a,a,d1_W_a,d1_D12_a,Alibaba,1,0.0373,0.0180,0.0373,0.0180,0.0276,1,d1_D12_a,0.9973
qwen3.8-flash,main,d1_W_a|d1_D4_a,a,d1_W_a,d1_D4_a,Alibaba,1,0.0059,0.0059,0.0059,0.0059,0.0059,1,d1_D4_a,0.9990
qwen3.8-flash,main,d1_W_a|d1_Lp_a,a,d1_W_a,d1_Lp_a,Alibaba,3,0.0758;0.1189;0.0850,0.0758;0.0956;0.1067,0.0850,0.0956,0.0903,1,d1_Lp_a,0.9977
qwen3.8-flash,main,d1_W_a|d1_M_a,a,d1_W_a,d1_M_a,Alibaba,3,0.6791;0.8672;0.7311,0.4688;0.7061;0.5927,0.7311,0.5927,0.6619,1,d1_W_a,0.9963
qwen3.8-flash,main,d1_W_a|d1_SS_a,a,d1_W_a,d1_SS_a,Alibaba,3,0.6499;0.7057;0.4687,0.6513;0.8177;0.7383,0.6499,0.7383,0.6941,1,d1_W_a,0.9934
qwen3.8-flash,main,d1_W_a|d1_S_a,a,d1_W_a,d1_S_a,Alibaba,3,0.2450;0.2226;0.3202,0.2227;0.1645;0.3210,0.2450,0.2227,0.2339,1,d1_S_a,0.9899
qwen3.8-flash,main,d1_W_b|d1_D12_b,b,d1_W_b,d1_D12_b,Alibaba,1,0.2224,0.5927,0.2224,0.5927,,0,,0.9958
qwen3.8-flash,main,d1_W_b|d1_D4_b,b,d1_W_b,d1_D4_b,Alibaba,1,0.0849,0.0331,0.0849,0.0331,0.0590,1,d1_D4_b,0.9943
qwen3.8-flash,main,d1_W_b|d1_Lp_b,b,d1_W_b,d1_Lp_b,Alibaba,3,0.0373;0.0675;0.0759,0.2941;0.5624;0.5622,0.0675,0.5622,,0,,0.9987
qwen3.8-flash,main,d1_W_b|d1_M_b,b,d1_W_b,d1_M_b,Alibaba,3,0.9914;0.9820;0.9820,0.9859;0.9890;0.9876,0.9820,0.9876,0.9848,1,d1_W_b,0.9976
qwen3.8-flash,main,d1_W_b|d1_SS_b,b,d1_W_b,d1_SS_b,Alibaba,3,0.9890;0.9933;0.9954,0.9914;0.9578;0.9769,0.9933,0.9769,0.9851,1,d1_W_b,0.9980
qwen3.8-flash,main,d1_W_b|d1_S_b,b,d1_W_b,d1_S_b,Alibaba,3,0.9627;0.9859;0.9627,0.9400;0.9841;0.9579,0.9627,0.9579,0.9603,1,d1_W_b,0.9940
qwen3.8-flash,main,d1_W_c|d1_D12_c,c,d1_W_c,d1_D12_c,Alibaba,1,0.0260,0.0260,0.0260,0.0260,0.0260,1,d1_D12_c,0.9982
qwen3.8-flash,main,d1_W_c|d1_D4_c,c,d1_W_c,d1_D4_c,Alibaba,1,0.0230,0.0261,0.0230,0.0261,0.0245,1,d1_D4_c,0.9976
qwen3.8-flash,main,d1_W_c|d1_Lp_c,c,d1_W_c,d1_Lp_c,Alibaba,3,0.0957;0.1342;0.0674,0.1484;0.0535;0.0759,0.0957,0.0759,0.0858,1,d1_Lp_c,0.9972
qwen3.8-flash,main,d1_W_c|d1_M_c,c,d1_W_c,d1_M_c,Alibaba,3,0.9149;0.7772;0.8527,0.7987;0.8179;0.8671,0.8527,0.8179,0.8353,1,d1_W_c,0.9922
qwen3.8-flash,main,d1_W_c|d1_SS_c,c,d1_W_c,d1_SS_c,Alibaba,3,0.4376;0.5000;0.6219,0.4385;0.3779;0.4377,0.5000,0.4377,,0,,0.9729
qwen3.8-flash,main,d1_W_c|d1_S_c,c,d1_W_c,d1_S_c,Alibaba,3,0.6225;0.4988;0.3486,0.4076;0.2946;0.4077,0.4988,0.4076,0.4532,1,d1_S_c,0.9897
